track_id,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,favorite
3shPY41rwM7O9BGhxNWgE4,226723,44,0.359,0.627,0.562,1.22e-06,0.108,-6.199,0.0265,125.931,4,0
50v0Mz0cnt4FY0LFPi5SGV,143533,47,0.0288,0.764,0.652,0.0229,0.0937,-5.67,0.0549,102.985,4,0
0d2F9wcykuZ1QzDMcI0Mf0,198203,52,0.0363,0.775,0.735,0.131,0.103,-5.585,0.0369,125.025,4,0
035BStxZld3ozI0gvUIPFL,218765,42,0.13,0.615,0.623,0.0,0.0527,-7.067,0.0749,120.119,4,0
46lyJh9GYmWsHez3EsvmAx,182000,72,0.011,0.648,0.927,0.0,0.162,-3.633,0.049,126.037,4,0
6h5PAsRni4IRlxWr6uDPTP,203000,83,0.0275,0.646,0.741,0.0,0.312,-4.973,0.034,123.077,4,0
6LenHYjcBE6qgdMWzaRv6e,250000,32,0.135,0.494,0.713,2.82e-05,0.124,-5.023,0.0345,149.976,4,0
2seLlSLvPF5fhv5WSZ2r0p,177547,26,0.0888,0.628,0.886,0.0,0.0916,-2.436,0.212,125.969,4,0
49PgWU6oGZPHbBv3Q2kwMZ,233357,35,0.162,0.494,0.755,0.0,0.107,-4.236,0.0329,140.019,4,0
0bGH7ezs7WdDwpqnsvGf1z,178369,71,0.331,0.777,0.744,0.0073,0.088,-7.42,0.204,94.019,4,0
3RLshk3cDQOqWhSIRCVaXL,195191,69,0.0036,0.484,0.643,0.0,0.243,-4.72,0.0416,163.97,4,0
4q32qWPFLaYXOuhRlMtIvD,193931,27,0.144,0.868,0.459,1.43e-05,0.0833,-5.763,0.0772,124.989,4,0
3Fv8vBK75IhXgIyFWeoSkP,100334,7,0.00781,0.83,0.634,0.000687,0.0643,-6.031,0.19,157.026,4,0
6xdxUfp8k5leXmzHKcb9nC,279264,3,0.263,0.623,0.287,4.77e-05,0.133,-14.085,0.04,172.155,4,0
6RF6n12NpSthr0IaS401Ih,222591,6,0.109,0.576,0.501,0.0,0.116,-9.514,0.305,97.007,3,0
5YSdh2FgZkYLrhlYOCEa9u,144733,6,0.00889,0.659,0.912,0.228,0.201,-4.868,0.138,139.991,4,0
4jiMKIE0NkhM0og1pGWuWC,229500,12,0.0291,0.466,0.703,0.0134,0.19,-6.464,0.0266,159.959,4,0
1bE9h3xD1lwkXz56TAVoA7,164505,4,0.598,0.724,0.422,0.00138,0.425,-12.448,0.0476,95.953,4,0
2gaUrbTYKpf0iZQ9p9n80d,184629,4,0.459,0.738,0.46,0.000259,0.283,-9.302,0.241,116.988,4,0
1c7fbyfZGF1kt4qfLwGozt,117685,4,0.374,0.542,0.575,0.0,0.149,-12.333,0.0578,139.551,3,0
1A4PTZXoLtqRlN9Z5UG2kr,219474,8,0.601,0.707,0.354,5.47e-05,0.111,-12.071,0.0333,106.131,3,0
4XQlBxx3BHgZi55GaKtsqP,196666,4,0.172,0.722,0.614,0.0,0.114,-8.1,0.0526,144.041,4,0
4szuJrw6lJ2M6lmVcdFFL9,194838,7,0.00413,0.879,0.694,0.0149,0.0695,-5.25,0.0677,81.003,4,0
0U8PhbPsmys3W1i4mcitVY,228112,3,0.181,0.803,0.655,3.51e-06,0.218,-6.188,0.284,143.941,4,0
3hjCUYBBJUCB9nyBNRIVj8,98005,38,0.0144,0.537,0.451,0.0186,0.112,-5.847,0.0782,143.431,4,0
1JNjMKwUd25wVUVhuCAMmJ,231826,2,0.872,0.442,0.164,0.000464,0.0918,-17.353,0.0313,99.772,4,0
4nkXSFKij1GCWxTpkVfHcD,255534,4,0.513,0.463,0.495,0.00101,0.114,-13.11,0.046,81.587,4,0
3GiaIAmL44h3ypC07U4cWu,232000,1,0.666,0.537,0.295,0.0275,0.121,-12.989,0.0316,119.909,4,0
3MKq33IYrvTVOxjtgPJZI3,196162,6,0.251,0.563,0.454,7.43e-05,0.145,-12.818,0.213,180.194,4,0
1hw43ZoKitkFcaJ059UthQ,154838,37,0.00477,0.783,0.818,0.00263,0.132,-4.599,0.0524,124.018,4,0
4BTMXyGcFhAcERulxXQiwe,133565,52,0.333,0.876,0.43,0.00015,0.117,-8.098,0.0603,115.031,4,0
33YrstywpH7Ru54lOqG2Of,92571,2,0.827,0.804,0.325,0.000141,0.11,-8.594,0.0743,104.945,4,0
1t3hLzPZV1BBl9BoQXPHVg,196218,49,0.0364,0.759,0.384,3.43e-05,0.182,-10.291,0.0338,114.993,4,0
6DEd83JNaUqX48it7lr8Tb,187480,24,0.0658,0.595,0.436,0.0,0.0701,-8.759,0.0497,141.917,4,0
0qcwQqL03oPXb1k9A4imyA,148395,2,0.472,0.693,0.358,0.00751,0.155,-13.224,0.318,79.981,4,0
1NkdoERbj6QzO7XUr4RMPk,153335,36,0.13,0.784,0.644,0.0,0.559,-9.003,0.0877,155.07,4,0
3PaVXrqowEElVspUvcu5K1,240065,2,0.289,0.501,0.24,0.0,0.115,-15.664,0.0336,118.039,4,0
0ql8B6DqgMhPKmeTY72v2l,147114,1,0.985,0.525,0.177,0.0109,0.101,-20.43,0.0422,89.937,4,0
5ltFvTz58ErvNV2HB45iZ8,167219,1,0.178,0.648,0.574,0.000301,0.212,-5.61,0.0493,76.439,4,0
0lUc3G4uNX4KOQG9N3Uuwt,231888,2,0.308,0.873,0.649,0.00382,0.0962,-3.788,0.0451,118.032,4,0
1yxjaC8bqy31Cs7BrwCKz0,295440,12,0.0127,0.4,0.728,0.00116,0.251,-6.289,0.0752,133.683,4,0
2DzeiTzoepS5zf0myVGHDo,224000,43,0.127,0.722,0.97,0.000506,0.107,-3.061,0.036,119.976,4,0
7eZRHTc0f8d1nSrQsa6aeg,154514,41,0.214,0.638,0.605,0.00741,0.118,-4.743,0.1,86.975,4,0
3lby9WUYtcnUoM891wk8gx,167995,32,0.198,0.672,0.872,0.0,0.154,-3.192,0.325,170.001,4,0
3bSUZTSturrt2CkcyyWO3a,184444,34,0.0357,0.768,0.642,0.0,0.0866,-6.337,0.31,114.993,4,0
7twV5ThJMPgvKLzND6Z6iy,144286,2,0.398,0.753,0.311,7.69e-05,0.111,-13.141,0.0737,107.015,4,0
2ASxCZrb5FAlDCYSyWq2wk,164505,1,0.598,0.724,0.422,0.00138,0.425,-12.448,0.0476,95.953,4,0
3422VbxcorPuifTm8kvNrM,148395,2,0.472,0.693,0.358,0.00751,0.155,-13.224,0.318,79.981,4,0
1uMuIbJ9nbkDmoEkJWleNL,112300,11,0.0111,0.86,0.471,0.0,0.118,-6.047,0.222,140.074,4,0
3RVFD4mvwC3Ouwvs3kVoT9,133641,5,0.359,0.791,0.67,0.0,0.161,-8.712,0.0536,115.024,4,0
7u0UnKqFPVSwaaKovlsZUw,183034,5,0.118,0.753,0.555,7.42e-06,0.165,-10.269,0.137,79.507,4,0
3r9Cxh3C8aYaph5D8lT4cW,123272,50,0.368,0.53,0.77,3.84e-05,0.184,-3.377,0.173,110.297,4,0
3Gyk1QfuK1318hUsCMttjM,230400,49,6.03e-05,0.41,0.919,0.00724,0.398,-2.89,0.0396,175.015,4,0
1hZk9dktp4yRFTm0TrycuH,214813,64,0.219,0.523,0.782,1.03e-05,0.133,-4.846,0.041,125.998,4,0
6SKkN6yuQFnzMEHMQR3sWw,233400,42,0.00772,0.425,0.742,0.00077,0.112,-5.098,0.0386,127.978,4,0
0CTHeAlrXixC49Z7xKJEmX,232500,34,0.0151,0.484,0.756,0.0,0.315,-5.187,0.0756,127.973,4,0
7DnI3ktF2vcmzKuCCKseQL,178453,71,0.0723,0.535,0.954,0.000819,0.213,-4.347,0.0802,131.93,4,0
5bHbUMtuZIpHtTPdoJmcaN,308053,54,0.00103,0.513,0.903,0.872,0.406,-7.53,0.0414,124.657,4,0
1HEAdiEtqfNwRiWLBflKgn,301838,51,0.000603,0.725,0.806,0.732,0.0574,-7.228,0.0638,131.069,4,0
4WUYv43gJtAAIaeSBml8ow,208482,49,0.318,0.75,0.662,0.382,0.0879,-15.94,0.0753,133.032,4,0
3c659nYaGGayYidMISUo4z,143043,48,0.0265,0.628,0.654,0.000229,0.316,-7.532,0.041,137.934,4,0
1JxBGu7qTwjGdog2CQhY7d,197468,36,0.379,0.691,0.839,0.0,0.104,-4.392,0.146,79.012,4,0
37ouI56S9L2R8ASWeyAMG7,130369,70,0.019,0.583,0.721,0.0,0.0496,-5.122,0.0743,161.983,4,0
10yGK9L3lAjcBh4HniEzfq,148307,46,0.00299,0.533,0.649,0.0,0.0934,-7.246,0.24,181.839,4,0
4XE1StBll9KcNa8nHa3nXG,118436,64,0.18,0.545,0.588,0.0,0.127,-7.313,0.101,86.822,4,0
1dHJETCn2X1R1YwVlMvSza,265026,65,0.106,0.513,0.826,0.0,0.0675,-3.651,0.132,76.91,1,0
2zbZZHD4d7jjci7vNEZFKI,223058,45,0.822,0.349,0.559,0.0,0.113,-8.372,0.0925,74.927,4,0
3zEN0ii6s4DHHBpnTp3RP7,267373,74,0.0801,0.675,0.781,0.0143,0.422,-5.404,0.0306,122.989,4,0
1loLmHjhQopsc1yP075iGF,124827,30,0.672,0.415,0.585,0.558,0.247,-6.139,0.0904,85.881,4,0
5k9BcVWNFpsU35Ojv7LjGQ,139300,41,0.00256,0.721,0.559,5.08e-05,0.223,-8.152,0.0309,91.015,4,0
2FUU8kXhJNndeJWABUVvdx,188256,46,0.559,0.507,0.64,0.0,0.131,-9.544,0.227,117.484,4,0
2ZWIhM4Y1gDlU51bu8e7NI,94643,22,0.621,0.502,0.46,0.031,0.146,-9.943,0.139,155.043,4,0
2cYJkpJHddTlZvouIQxgtP,84375,51,0.865,0.496,0.299,0.947,0.0703,-10.216,0.0283,128.067,4,0
